input,normalized,detected_label,detected_category,method,score,gt_label,gt_category,correct_label,correct_category
i want to eat with small bites,i want to eat with small bites,eat with small bites,food,direct,1.0,eat with small bites,food,1,1
i want to eatwith small bites,i want to eatwith small bites,eat with small bites,food,fuzzy,0.9830508474576272,eat with small bites,food,1,1
iwant to eat with small bites,want to eat with small bites,eat with small bites,food,direct,1.0,eat with small bites,food,1,1
give me some eggs,give me some eggs,eggs,food,direct,1.0,eggs,food,1,1
give me smoe eggs,give me some eggs,eggs,food,direct,1.0,eggs,food,1,1
give me som eggs,give me some eggs,eggs,food,direct,1.0,eggs,food,1,1
give me fish and chips,give me fish and chips,fish and chips,food,tfidf,1.0000000000000002,fish and chips,food,1,1
give me fish and chips,give me fish and chips,fish and chips,food,tfidf,1.0000000000000002,fish and chips,food,1,1
give me fish and hcips,give me fish and chips,fish and chips,food,tfidf,1.0000000000000002,fish and chips,food,1,1
i want fish,i want fish,fish,food,direct,1.0,fish,food,1,1
i want fish,i want fish,fish,food,direct,1.0,fish,food,1,1
iwant fish,want fish,fish,food,direct,1.0,fish,food,1,1
take me to food court,take me to food court,food court,food,direct,1.0,food court,food,1,1
take me to fodo court,take me to food court,food court,food,direct,1.0,food court,food,1,1
take meto food court,take meet food court,food court,food,direct,1.0,food court,food,1,1
give me some food,give me some food,food,food,direct,1.0,food,food,1,1
give me somefood,give me somefood,food,food,fuzzy,0.9696969696969697,food,food,1,1
give me some food,give me some food,food,food,direct,1.0,food,food,1,1
make me some french toast,make me some french toast,french toast,food,direct,1.0,french toast,food,1,1
make me some frenc toast,make me some french toast,french toast,food,direct,1.0,french toast,food,1,1
make me some frenchtoast,make me some french toast,french toast,food,direct,1.0,french toast,food,1,1
i want fried rice,i want fried rice,fried rice,food,direct,1.0,fried rice,food,1,1
i want fried irce,i want fried ice,fried rice,food,fuzzy,0.9696969696969697,fried rice,food,1,1
i want fried rice,i want fried rice,fried rice,food,direct,1.0,fried rice,food,1,1
give me some frozen yogurt,give me some frozen yogurt,frozen yogurt,food,direct,1.0,frozen yogurt,food,1,1
give me some frozen yogur,give me some frozen yogurt,frozen yogurt,food,direct,1.0,frozen yogurt,food,1,1
give me som frozen yogurt,give me some frozen yogurt,frozen yogurt,food,direct,1.0,frozen yogurt,food,1,1
give me fruit punch,give me fruit punch,fruit punch,food,direct,1.0,fruit punch,food,1,1
igve me fruit punch,gve me fruit punch,fruit punch,food,direct,1.0,fruit punch,food,1,1
give me frt punch,give me fruit punch,fruit punch,food,direct,1.0,fruit punch,food,1,1
give me salad,give me salad,salad,food,direct,1.0,fruit salad,food,0,1
give me salda,give me salsa,salsa,food,direct,1.0,fruit salad,food,0,1
give me salad,give me salad,salad,food,direct,1.0,fruit salad,food,0,1
give me gajarhalwa,give me gajarhalwa,gajarhalwa,food,tfidf,1.0000000000000002,gajarhalwa,food,1,1
giveme gajarhalwa,give gajarhalwa,gajarhalwa,food,direct,1.0,gajarhalwa,food,1,1
give me gajarhalwa,give me gajarhalwa,gajarhalwa,food,tfidf,1.0000000000000002,gajarhalwa,food,1,1
give me a granola bar,give me a granola bar,granola bar,food,direct,1.0,granola bar,food,1,1
give me a granol bar,give me a granola bar,granola bar,food,direct,1.0,granola bar,food,1,1
give me a granola ba,give me a granola bat,bat,birds,direct,1.0,granola bar,food,0,0
i love gulab jamun,i love gulab jamun,gulab jamun,food,tfidf,1.0000000000000002,gulab jamun,food,1,1
i love uglab jamun,i love gulab jamun,gulab jamun,food,tfidf,1.0000000000000002,gulab jamun,food,1,1
i love gulab jamu,i love gulab jamun,gulab jamun,food,tfidf,1.0000000000000002,gulab jamun,food,1,1
i want hamburger,i want hamburger,hamburger,food,direct,1.0,hamburger,food,1,1
i wanthamburger,i hamburger,hamburger,food,direct,1.0,hamburger,food,1,1
i want hmbrgr,i want hamburger,hamburger,food,direct,1.0,hamburger,food,1,1
i want hard boiled eggs,i want hard boiled eggs,eggs,food,direct,1.0,hard boiled eggs,food,0,1
i want hrad boiled eggs,i want read boiled eggs,eggs,food,direct,1.0,hard boiled eggs,food,0,1
 want hard boiled eggs,want hard boiled eggs,eggs,food,direct,1.0,hard boiled eggs,food,0,1
i want honey,i want honey,honey,food,direct,1.0,honey,food,1,1
i wnt honey,i want honey,honey,food,direct,1.0,honey,food,1,1
i want honey,i want honey,honey,food,direct,1.0,honey,food,1,1
i want hot chocolate,i want hot chocolate,hot chocolate,food,tfidf,1.0000000000000002,hot chocolate,food,1,1
 want hot chocolate,want hot chocolate,hot chocolate,food,tfidf,1.0000000000000002,hot chocolate,food,1,1
iwant hot chocolate,want hot chocolate,hot chocolate,food,tfidf,1.0000000000000002,hot chocolate,food,1,1
i want some hotdog,i want some hotdog,hotdog,food,tfidf,1.0000000000000002,hotdog,food,1,1
 want some hotdog,want some hotdog,hotdog,food,tfidf,1.0000000000000002,hotdog,food,1,1
i want some hotdo,i want some hotdog,hotdog,food,tfidf,1.0000000000000002,hotdog,food,1,1
i want ice cream,i want ice cream,ice cream,food,direct,1.0,ice cream,food,1,1
i want ice crea,i want ice cream,ice cream,food,direct,1.0,ice cream,food,1,1
i want icecream,i want icecream,icecream,food,direct,1.0,ice cream,food,0,1
i want ice cream,i want ice cream,ice cream,food,direct,1.0,icecream,food,0,1
i wan ice cream,i want ice cream,ice cream,food,direct,1.0,icecream,food,0,1
i wnt ice cream,i want ice cream,ice cream,food,direct,1.0,icecream,food,0,1
gve me some idli,gve me some idli,idli,food,direct,1.0,idli,food,1,1
gve mesome idli,gve some idli,idli,food,direct,1.0,idli,food,1,1
gve me sm idli,gve me sm idli,idli,food,direct,1.0,idli,food,1,1
i want jalebi,i want jalebi,jalebi,food,direct,1.0,jalebi,food,1,1
i wantjalebi,i jalebi,jalebi,food,direct,1.0,jalebi,food,1,1
 want jalebi,want jalebi,jalebi,food,direct,1.0,jalebi,food,1,1
i love khichidi,i love khichidi,khichdi,food,tfidf,1.0000000000000002,khichdi,food,1,1
i love khichidi,i love khichidi,khichdi,food,tfidf,1.0000000000000002,khichdi,food,1,1
 love khichidi,love khichidi,khichdi,food,tfidf,1.0000000000000002,khichdi,food,1,1
i want some laddoo,i want some laddoo,laddoo,food,tfidf,1.0000000000000002,laddoo,food,1,1
i wnt some laddoo,i want some laddoo,laddoo,food,tfidf,1.0000000000000002,laddoo,food,1,1
i want some laddoo,i want some laddoo,laddoo,food,tfidf,1.0000000000000002,laddoo,food,1,1
i want mac and cheese,i want mac and cheese,cheese,food,direct,1.0,mac and cheese,food,0,1
 want mac and cheese,want mac and cheese,cheese,food,direct,1.0,mac and cheese,food,0,1
i want mac adn cheese,i want mac an cheese,cheese,food,direct,1.0,mac and cheese,food,0,1
i want macaroons,i want macaroons,macaroons,food,direct,1.0,macaroons,food,1,1
i want macaroons,i want macaroons,macaroons,food,direct,1.0,macaroons,food,1,1
i want mashed potatoes,i want mashed potatoes,mashed potatoes,food,tfidf,1.0000000000000002,mashed potatoes,food,1,1
i want mashed potatoe,i want mashed potatoes,mashed potatoes,food,tfidf,1.0000000000000002,mashed potatoes,food,1,1
i want mashed ptts,i want mashed ptts,mashed potatoes,food,fuzzy,0.9,mashed potatoes,food,1,1
i want medu wada,i want medu wada,medu wada,food,tfidf,1.0000000000000002,medu wada,food,1,1
i wantmedu wada,i wantmedu wada,medu wada,food,fuzzy,0.967741935483871,medu wada,food,1,1
i wnt medu wada,i want medu wada,medu wada,food,tfidf,1.0000000000000002,medu wada,food,1,1
give me museli,give me museli,muesli,food,tfidf,1.0000000000000002,muesli,food,1,1
give m museli,give m museli,muesli,food,fuzzy,0.9629629629629629,muesli,food,1,1
giveme museli,give museli,muesli,food,tfidf,0.9333501825089465,muesli,food,1,1
where is the muffin,where is the muffin,muffin,food,tfidf,1.0000000000000002,muffin,food,1,1
where is th muffin,where is the muffin,muffin,food,tfidf,1.0000000000000002,muffin,food,1,1
whereis the muffin,where the muffin,muffin,food,direct,1.0,muffin,food,1,1
i need mutton,i need mutton,mutton,food,direct,1.0,mutton,food,1,1
i need mutto,i need mutton,mutton,food,direct,1.0,mutton,food,1,1
i need muttno,i need mutton,mutton,food,direct,1.0,mutton,food,1,1
noodles pls,noodles pls,noodles,food,direct,1.0,noodles,food,1,1
noodlespls,noodles,noodles,food,direct,1.0,noodles,food,1,1
noodles lps,noodles lps,noodles,food,direct,1.0,noodles,food,1,1
give me some nuts,give me some nuts,nuts,food,direct,1.0,nuts,food,1,1
give me some nts,give me some nuts,nuts,food,direct,1.0,nuts,food,1,1
give m some nuts,give m some nuts,nuts,food,direct,1.0,nuts,food,1,1
i want oatmeal,i want oatmeal,oatmeal,food,direct,1.0,oatmeal,food,1,1
i awnt oatmeal,i ant oatmeal,ant,animals,direct,1.0,oatmeal,food,0,0
i want oatmea,i want oatmeal,oatmeal,food,direct,1.0,oatmeal,food,1,1
omelette pls,omelette pls,omelette,food,tfidf,1.0000000000000002,omelette,food,1,1
omelett pls,omelette pls,omelette,food,tfidf,1.0000000000000002,omelette,food,1,1
omelettepls,omelette,omelette,food,direct,1.0,omelette,food,1,1
give me some pancakes,give me some pancakes,pancakes,food,direct,1.0,pancakes,food,1,1
igve me some pancakes,gve me some pancakes,pancakes,food,direct,1.0,pancakes,food,1,1
give me som pancakes,give me some pancakes,pancakes,food,direct,1.0,pancakes,food,1,1
i want papad,i want papad,papad,food,direct,1.0,papad,food,1,1
i want papad,i want papad,papad,food,direct,1.0,papad,food,1,1
i wan papad,i want papad,papad,food,direct,1.0,papad,food,1,1
make some paratha,make some paratha,paratha,food,direct,1.0,paratha,food,1,1
amke some paratha,take some paratha,paratha,food,direct,1.0,paratha,food,1,1
make sm paratha,make sm paratha,paratha,food,direct,1.0,paratha,food,1,1
make some pasta,make some pasta,pasta,food,direct,1.0,pasta,food,1,1
make some patsa,make some pasta,pasta,food,direct,1.0,pasta,food,1,1
make sm pasta,make sm pasta,pasta,food,direct,1.0,pasta,food,1,1
i want pav bhaji,i want pav bhaji,pav bhaji,food,tfidf,1.0000000000000002,pav bhaji,food,1,1
i want pav bhaj,i want pav bhaji,pav bhaji,food,tfidf,1.0000000000000002,pav bhaji,food,1,1
i want pav bhjai,i want pav bhaji,pav bhaji,food,tfidf,1.0000000000000002,pav bhaji,food,1,1
i want pie,i want pie,pie,food,direct,1.0,pie,food,1,1
iwant pie,want pie,pie,food,direct,1.0,pie,food,1,1
i wantpie,i wantpie,pie,food,fuzzy,0.9473684210526315,pie,food,1,1
i want pizza,i want pizza,pizza,food,direct,1.0,pizza,food,1,1
i wantpizza,i wantpizza,pizza,food,fuzzy,0.9565217391304348,pizza,food,1,1
i wnt pizza,i want pizza,pizza,food,direct,1.0,pizza,food,1,1
can you make me poached eggs,can you make me poached eggs,eggs,food,direct,1.0,poached eggs,food,0,1
can you mak me poached eggs,can you make me poached eggs,eggs,food,direct,1.0,poached eggs,food,0,1
can you make me poachedeggs,can you make me poached eggs,eggs,food,direct,1.0,poached eggs,food,0,1
i want poha,i want poha,poha,food,direct,1.0,poha,food,1,1
i wantpoha,i wantpoha,poha,food,fuzzy,0.9523809523809523,poha,food,1,1
 want poha,want poha,poha,food,direct,1.0,poha,food,1,1
i like popcorrn,i like popcorrn,popcorn,food,tfidf,1.0000000000000002,popcorn,food,1,1
i like popcorr,i like popcorrn,popcorn,food,tfidf,1.0000000000000002,popcorn,food,1,1
 like popcorrn,like popcorrn,popcorn,food,tfidf,1.0000000000000002,popcorn,food,1,1
i want pork,i want pork,pork,food,direct,1.0,pork,food,1,1
i wantpork,i wantpork,pork,food,fuzzy,0.9523809523809523,pork,food,1,1
i want prk,i want pork,pork,food,direct,1.0,pork,food,1,1
make some porridge,make some porridge,porridge,food,direct,1.0,porridge,food,1,1
maek some porridge,make some porridge,porridge,food,direct,1.0,porridge,food,1,1
make some porrideg,make some porridge,porridge,food,direct,1.0,porridge,food,1,1
i want some rice,i want some rice,rice,food,direct,1.0,rice,food,1,1
i wnt some rice,i want some rice,rice,food,direct,1.0,rice,food,1,1
i want som rice,i want some rice,rice,food,direct,1.0,rice,food,1,1
can you roast beef,can you roast beef,roast beef,food,tfidf,1.0000000000000002,roast beef,food,1,1
can you roast bee,can you roast bee,bee,animals,direct,1.0,roast beef,food,0,0
canyou roast beef,canyou roast beef,roast beef,food,direct,1.0,roast beef,food,1,1
i want roast chicken,i want roast chicken,roast chicken,food,tfidf,1.0000000000000002,roast chicken,food,1,1
i wnt roast chicken,i want roast chicken,roast chicken,food,tfidf,1.0000000000000002,roast chicken,food,1,1
i want roast chicekn,i want roast chicken,roast chicken,food,tfidf,1.0000000000000002,roast chicken,food,1,1
i want roast lamb,i want roast lamb,roast lamb,food,direct,1.0,roast lamb,food,1,1
iwant roast lamb,want roast lamb,roast lamb,food,direct,1.0,roast lamb,food,1,1
i want roast lamb,i want roast lamb,roast lamb,food,direct,1.0,roast lamb,food,1,1
i want a roast pork,i want a roast pork,pork,food,direct,1.0,roast pork,food,0,1
iwant a roast pork,want a roast pork,pork,food,direct,1.0,roast pork,food,0,1
i want a raost pork,i want a roast pork,pork,food,direct,1.0,roast pork,food,0,1
rosogulla is so tasty,rosogulla is so tasty,rosogulla,food,direct,1.0,rosogulla,food,1,1
rosogull is so tasty,rosogulla is so tasty,rosogulla,food,direct,1.0,rosogulla,food,1,1
rosogulla is so tasty,rosogulla is so tasty,rosogulla,food,direct,1.0,rosogulla,food,1,1
i want some rotti,i want some rotti,roti,food,tfidf,1.0000000000000002,roti,food,1,1
i want somerotti,i want somerotti,roti,food,fuzzy,0.9696969696969697,roti,food,1,1
i want some rotti,i want some rotti,roti,food,tfidf,1.0000000000000002,roti,food,1,1
salad is nice,salad is nice,salad,food,direct,1.0,salad,food,1,1
salad isnice,salad nice,salad,food,direct,1.0,salad,food,1,1
sld is nice,slide is nice,slide,others,direct,1.0,salad,food,0,0
salsa taste good,salsa taste good,salsa,food,tfidf,1.0000000000000002,salsa,food,1,1
salsataste good,salsataste good,salsa,food,fuzzy,0.967741935483871,salsa,food,1,1
i need some sambhar,i need some sambhar,sambhar,food,tfidf,1.0000000000000002,sambhar,food,1,1
i need smoe sambhar,i need some sambhar,sambhar,food,tfidf,1.0000000000000002,sambhar,food,1,1
i need some sambhar,i need some sambhar,sambhar,food,tfidf,1.0000000000000002,sambhar,food,1,1
can you make a sandwich for me,can you make a sandwich for me,sandwich,food,direct,1.0,sandwich,food,1,1
can you mk a sandwich for me,can you mk a sandwich for me,sandwich,food,direct,1.0,sandwich,food,1,1
can you make a sandwich forme,can you make a sandwich for,sandwich,food,direct,1.0,sandwich,food,1,1
i love sausage,i love sausage,sausage,food,tfidf,1.0000000000000002,sausage,food,1,1
i love sausage,i love sausage,sausage,food,tfidf,1.0000000000000002,sausage,food,1,1
i love asusage,i love sausage,sausage,food,tfidf,1.0000000000000002,sausage,food,1,1
can you make me some scrambled eggs,can you make me some scrambled eggs,scrambled eggs,food,tfidf,1.0000000000000002,scrambled eggs,food,1,1
can you mk me some scrambled eggs,can you mk me some scrambled eggs,eggs,food,direct,1.0,scrambled eggs,food,0,1
can youmake me some scrambled eggs,can youmake me some scrambled eggs,eggs,food,direct,1.0,scrambled eggs,food,0,1
i want pudding,i want pudding,pudding,food,direct,1.0,pudding,food,1,1
iwant pudding,want pudding,pudding,food,direct,1.0,pudding,food,1,1
i wan pudding,i want pudding,pudding,food,direct,1.0,pudding,food,1,1
i want sheera,i want sheera,sheera,food,direct,1.0,sheera,food,1,1
i wnt sheera,i want sheera,sheera,food,direct,1.0,sheera,food,1,1
i want some snack mix,i want some snack mix,snack mix,food,tfidf,1.0000000000000002,snack mix,food,1,1
i want soem snack mix,i want some snack mix,snack mix,food,tfidf,1.0000000000000002,snack mix,food,1,1
i want some snack mxi,i want some snack mxi,snack mix,food,fuzzy,0.9523809523809523,snack mix,food,1,1
i want some snacks,i want some snacks,snacks,food,tfidf,1.0000000000000002,snacks,food,1,1
i wnt some snacks,i want some snacks,snacks,food,tfidf,1.0000000000000002,snacks,food,1,1
i want some snacks,i want some snacks,snacks,food,tfidf,1.0000000000000002,snacks,food,1,1
i want apple,i want apple,apple,fruits,direct,1.0,apple,fruits,1,1
i want appl,i want apple,apple,fruits,direct,1.0,apple,fruits,1,1
i want apple,i want apple,apple,fruits,direct,1.0,apple,fruits,1,1
i need some avacado,i need some avacado,avacado,fruits,tfidf,1.0000000000000002,avacado,fruits,1,1
ineed some avacado,need some avacado,avacado,fruits,tfidf,1.0000000000000002,avacado,fruits,1,1
i need some avacado,i need some avacado,avacado,fruits,tfidf,1.0000000000000002,avacado,fruits,1,1
give me banana,give me banana,banana,fruits,tfidf,1.0000000000000002,banana,fruits,1,1
give me bnn,give me bnn,banana,fruits,fuzzy,0.88,banana,fruits,1,1
giveme banana,give banana,banana,fruits,direct,1.0,banana,fruits,1,1
give me some berries,give me some berries,berries,fruits,direct,1.0,berries,fruits,1,1
give me some ebrries,give me some berries,berries,fruits,direct,1.0,berries,fruits,1,1
give me sm berries,give me sm berries,berries,fruits,direct,1.0,berries,fruits,1,1
i want blueberry,i want blueberry,blueberry,fruits,direct,1.0,blueberry,fruits,1,1
i watn blueberry,i what blueberry,blueberry,fruits,direct,1.0,blueberry,fruits,1,1
iwant blueberry,want blueberry,blueberry,fruits,direct,1.0,blueberry,fruits,1,1
i want cherry,i want cherry,cherry,fruits,direct,1.0,cherry,fruits,1,1
iwant cherry,want cherry,cherry,fruits,direct,1.0,cherry,fruits,1,1
i need some chikoo,i need some chikoo,chikoo,fruits,tfidf,1.0000000000000002,chikoo,fruits,1,1
ineed some chikoo,need some chikoo,chikoo,fruits,tfidf,1.0000000000000002,chikoo,fruits,1,1
i need somechikoo,i need chikoo,chikoo,fruits,direct,1.0,chikoo,fruits,1,1
i love dragonfruit,i love dragonfruit,dragonfruit,fruits,tfidf,1.0000000000000002,dragonfruit,fruits,1,1
 love dragonfruit,love dragonfruit,dragonfruit,fruits,tfidf,1.0000000000000002,dragonfruit,fruits,1,1
i love dragonfruti,i love dragonfruit,dragonfruit,fruits,tfidf,1.0000000000000002,dragonfruit,fruits,1,1
give me some figs,give me some figs,figs,fruits,direct,1.0,figs,fruits,1,1
give me sm figs,give me sm figs,figs,fruits,direct,1.0,figs,fruits,1,1
give me osme figs,give me some figs,figs,fruits,direct,1.0,figs,fruits,1,1
i want fruit platter,i want fruit platter,fruit platter,fruits,direct,1.0,fruit platter,fruits,1,1
i want fruit plttr,i want fruit platter,fruit platter,fruits,direct,1.0,fruit platter,fruits,1,1
i want fruit platter,i want fruit platter,fruit platter,fruits,direct,1.0,fruit platter,fruits,1,1
lets go to fruit shop,lets go to fruit shop,fruit shop,fruits,direct,1.0,fruit shop,fruits,1,1
lets go to fruit shop,lets go to fruit shop,fruit shop,fruits,direct,1.0,fruit shop,fruits,1,1
letsgo to fruit shop,lets to fruit shop,fruit shop,fruits,direct,1.0,fruit shop,fruits,1,1
give me some fruit,give me some fruit,fruit,fruits,direct,1.0,fruit,fruits,1,1
give me some frt,give me some fruit,fruit,fruits,direct,1.0,fruit,fruits,1,1
gvie me some fruit,gve me some fruit,fruit,fruits,direct,1.0,fruit,fruits,1,1
i want some grapes,i want some grapes,grapes,fruits,tfidf,1.0000000000000002,grapes,fruits,1,1
i want some grapes,i want some grapes,grapes,fruits,tfidf,1.0000000000000002,grapes,fruits,1,1
i want osme grapes,i want some grapes,grapes,fruits,tfidf,1.0000000000000002,grapes,fruits,1,1
i like guava,i like guava,guava,fruits,tfidf,1.0000000000000002,guava,fruits,1,1
i like guvaa,i like guava,guava,fruits,tfidf,1.0000000000000002,guava,fruits,1,1
i lk guava,i lk guava,guava,fruits,direct,1.0,guava,fruits,1,1
i want jackfruit,i want jackfruit,jackfruit,fruits,direct,1.0,jackfruit,fruits,1,1
i want jackrfuit,i want jackfruit,jackfruit,fruits,direct,1.0,jackfruit,fruits,1,1
i want jackfurit,i want jackfruit,jackfruit,fruits,direct,1.0,jackfruit,fruits,1,1
i want kiwi,i want kiwi,kiwi,fruits,direct,1.0,kiwi,fruits,1,1
iwant kiwi,want kiwi,kiwi,fruits,direct,1.0,kiwi,fruits,1,1
i wnat kiwi,i what kiwi,kiwi,fruits,direct,1.0,kiwi,fruits,1,1
i like lychee,i like lychee,lychee,fruits,tfidf,1.0000000000000002,lychee,fruits,1,1
i lk lychee,i lk lychee,lychee,fruits,direct,1.0,lychee,fruits,1,1
i like ylchee,i like lychee,lychee,fruits,tfidf,1.0000000000000002,lychee,fruits,1,1
i love mango,i love mango,mango,fruits,direct,1.0,mango,fruits,1,1
i love mang,i love mango,mango,fruits,direct,1.0,mango,fruits,1,1
give me muskmelon,give me muskmelon,muskmelon,fruits,tfidf,1.0000000000000002,muskmelon,fruits,1,1
igve me muskmelon,gve me muskmelon,muskmelon,fruits,direct,1.0,muskmelon,fruits,1,1
giveme muskmelon,give muskmelon,muskmelon,fruits,direct,1.0,muskmelon,fruits,1,1
give orange,give orange,orange,fruits,tfidf,1.0000000000000002,orange,fruits,1,1
give rng,give bring,orange,fruits,fuzzy,0.7619047619047619,orange,fruits,1,1
giveorange,orange,orange,fruits,direct,1.0,orange,fruits,1,1
give me papaya,give me papaya,papaya,fruits,tfidf,1.0000000000000002,papaya,fruits,1,1
giveme papaya,give papaya,papaya,fruits,direct,1.0,papaya,fruits,1,1
give me papaya,give me papaya,papaya,fruits,tfidf,1.0000000000000002,papaya,fruits,1,1
it’s the peach,it’s the peach,peach,fruits,tfidf,1.0000000000000002,peach,fruits,1,1
it’s the pch,it’s the punch,peach,fruits,fuzzy,0.8571428571428571,peach,fruits,1,1
t’s the peach,it’s the peach,peach,fruits,tfidf,1.0000000000000002,peach,fruits,1,1
i want some pear,i want some pear,pear,fruits,tfidf,1.0000000000000002,pear,fruits,1,1
i want som pear,i want some pear,pear,fruits,tfidf,1.0000000000000002,pear,fruits,1,1
i want sm pear,i want sm pear,pear,fruits,direct,1.0,pear,fruits,1,1
i want pineapple,i want pineapple,pineapple,fruits,direct,1.0,pineapple,fruits,1,1
i want pineapple,i want pineapple,pineapple,fruits,direct,1.0,pineapple,fruits,1,1
i want pinaepple,i want pineapple,pineapple,fruits,direct,1.0,pineapple,fruits,1,1
i want plums,i want plums,plum,fruits,fuzzy,1.0,plum,fruits,1,1
i wan plums,i want plums,plum,fruits,fuzzy,1.0,plum,fruits,1,1
iwant plums,want plums,plum,fruits,tfidf,1.0,plum,fruits,1,1
i want pomegranate,i want pomegranate,pomegranate,fruits,direct,1.0,pomegranate,fruits,1,1
i wantpomegranate,i pomegranate,pomegranate,fruits,direct,1.0,pomegranate,fruits,1,1
i wan pomegranate,i want pomegranate,pomegranate,fruits,direct,1.0,pomegranate,fruits,1,1
i like strawberry,i like strawberry,strawberry,fruits,tfidf,1.0000000000000002,strawberry,fruits,1,1
i lk strawberry,i lk strawberry,strawberry,fruits,direct,1.0,strawberry,fruits,1,1
i like strawberry,i like strawberry,strawberry,fruits,tfidf,1.0000000000000002,strawberry,fruits,1,1
there is the skiping rope,there is the skiping rope,skipping rope,game,tfidf,1.0000000000000004,skipping rope,game,1,1
there is the ksiping rope,there is the skiping rope,skipping rope,game,tfidf,1.0000000000000004,skipping rope,game,1,1
thereis the skiping rope,there's the skiping rope,skipping rope,game,tfidf,0.9616479816682818,skipping rope,game,1,1
i like basket ball,i like basket ball,basketball,game,fuzzy,1.0,basketball,game,1,1
i like bskt ball,i like basket ball,basketball,game,fuzzy,1.0,basketball,game,1,1
i like basket ball,i like basket ball,basketball,game,fuzzy,1.0,basketball,game,1,1
take the bat and ball,take the bat and ball,bat and ball,game,tfidf,1.0000000000000002,bat and ball,game,1,1
take the ba and ball,take the bat and ball,bat and ball,game,tfidf,1.0000000000000002,bat and ball,game,1,1
take the bat andball,take the bat handball,bat,birds,direct,1.0,bat and ball,game,0,0
shall we play board game,shall we play board game,board game,game,direct,1.0,board game,game,1,1
shall weplay board game,shall play board game,board game,game,direct,1.0,board game,game,1,1
shall we play board gam,shall we play board game,board game,game,direct,1.0,board game,game,1,1
i love bowling,i love bowling,bowling,game,tfidf,1.0000000000000002,bowling,game,1,1
i lov bowling,i love bowling,bowling,game,tfidf,1.0000000000000002,bowling,game,1,1
i love obwling,i love bowling,bowling,game,tfidf,1.0000000000000002,bowling,game,1,1
catch-catch,catch-catch,catch-catch,game,direct,1.0,catch-catch,game,1,1
catch-catc,catch-catch,catch-catch,game,direct,1.0,catch-catch,game,1,1
i like to play chess,i like to play chess,chess,game,direct,1.0,chess,game,1,1
i like t play chess,i like t play chess,chess,game,direct,1.0,chess,game,1,1
i lk to play chess,i lk to play chess,chess,game,direct,1.0,chess,game,1,1
i want to watch cricket,i want to watch cricket,cricket,game,direct,1.0,cricket,game,1,1
i wnt to watch cricket,i want to watch cricket,cricket,game,direct,1.0,cricket,game,1,1
i want to watc cricket,i want to watch cricket,cricket,game,direct,1.0,cricket,game,1,1
i want to watch football,i want to watch football,football,game,direct,1.0,football,game,1,1
i want to watch footbal,i want to watch football,football,game,direct,1.0,football,game,1,1
i want to watchfootball,i want to football,football,game,direct,1.0,football,game,1,1
i want to play frisbee,i want to play frisbee,frisbee,game,tfidf,1.0000000000000002,frisbee,game,1,1
i want t play frisbee,i want t play frisbee,frisbee,game,direct,1.0,frisbee,game,1,1
i want to lpay frisbee,i want to play frisbee,frisbee,game,tfidf,1.0000000000000002,frisbee,game,1,1
lets go to fun zone,lets go to fun zone,fun,emotions,direct,1.0,fun zone,game,0,0
lets go to fun zn,lets go to fun zn,fun,emotions,direct,1.0,fun zone,game,0,0
lets go to funzone,lets go to fun zone,fun,emotions,direct,1.0,fun zone,game,0,0
i want to watch handball,i want to watch handball,handball,game,direct,1.0,handball,game,1,1
i want to awtch handball,i want to watch handball,handball,game,direct,1.0,handball,game,1,1
i want to watch hndbll,i want to watch handball,handball,game,direct,1.0,handball,game,1,1
can we play hide and seek,can we play hide and seek,hide and seek,game,tfidf,1.0000000000000002,hide and seek,game,1,1
can we play hide and see,can we play hide and see,hide and seek,game,fuzzy,0.9795918367346939,hide and seek,game,1,1
cn we play hide and seek,can we play hide and seek,hide and seek,game,tfidf,1.0000000000000002,hide and seek,game,1,1
can w go to ice hockey,can w go to ice hockey,ice hockey,game,direct,1.0,ice hockey,game,1,1
can w go to ice hockey,can w go to ice hockey,ice hockey,game,direct,1.0,ice hockey,game,1,1
can w goto ice hockey,can w good ice hockey,ice hockey,game,direct,1.0,ice hockey,game,1,1
can we go ice skating,can we go ice skating,iceskating,game,fuzzy,1.0,iceskating,game,1,1
can w go ice skating,can w go ice skating,iceskating,game,fuzzy,0.975609756097561,iceskating,game,1,1
can wego ice skating,can wego ice skating,iceskating,game,fuzzy,0.975609756097561,iceskating,game,1,1
can we play indoor games,can we play indoor games,indoor games,game,tfidf,1.0000000000000002,indoor games,game,1,1
canwe play indoor games,can play indoor games,indoor games,game,direct,1.0,indoor games,game,1,1
ca we play indoor games,cat we play indoor games,cat,animals,direct,1.0,indoor games,game,0,0
i want to play ipad games,i want to play ipad games,ipad games,game,direct,1.0,ipad games,game,1,1
i want to pla ipad games,i want to play ipad games,ipad games,game,direct,1.0,ipad games,game,1,1
i want to play pd games,i want to play pd games,ipad games,game,fuzzy,0.9583333333333334,ipad games,game,1,1
i like kabaddi,i like kabaddi,kabaddi,game,tfidf,1.0000000000000002,kabaddi,game,1,1
i like kabaddi,i like kabaddi,kabaddi,game,tfidf,1.0000000000000002,kabaddi,game,1,1
i lik kabaddi,i like kabaddi,kabaddi,game,tfidf,1.0000000000000002,kabaddi,game,1,1
i want to fly kite,i want to fly kite,kite,game,direct,1.0,kite,game,1,1
i wantto fly kite,i want fly kite,kite,game,direct,1.0,kite,game,1,1
